date,code,year,month,day,rcc,gcc
2019-05-17 00:00:00,jir011,2019,5,17,0.363733939136781,0.4092604157087658
2019-05-17 00:00:00,jir011,2019,5,17,0.3672833942307679,0.4074109179340169
2019-05-17 00:00:00,jir011,2019,5,17,0.3666225329972188,0.4083516914325465
2019-05-17 00:00:00,jir011,2019,5,17,0.3719155784777918,0.4244580174173348
2019-05-18 00:00:00,jir011,2019,5,18,0.3455333263512104,0.3689422742507988
2019-05-18 00:00:00,jir011,2019,5,18,0.3452290299579685,0.3662050522523671
2019-05-18 00:00:00,jir011,2019,5,18,0.3512749453797539,0.3850602443472812
2019-05-18 00:00:00,jir011,2019,5,18,0.3399185682680557,0.3823869881455012
2019-05-18 00:00:00,jir011,2019,5,18,0.3336172950651127,0.3740277390033551
2019-05-19 00:00:00,jir011,2019,5,19,0.3524147690092006,0.3820518176424385
2019-05-19 00:00:00,jir011,2019,5,19,0.3422098625939801,0.371456095604083
2019-05-19 00:00:00,jir011,2019,5,19,0.3474626078574855,0.3724533216489349
2019-05-19 00:00:00,jir011,2019,5,19,0.3522482767384121,0.3862958511460367
2019-05-20 00:00:00,jir011,2019,5,20,0.357356954720456,0.4154738479543495
2019-05-20 00:00:00,jir011,2019,5,20,0.3646590299403185,0.4056360538255568
2019-05-20 00:00:00,jir011,2019,5,20,0.3636613447782053,0.4104860147272046
2019-05-20 00:00:00,jir011,2019,5,20,0.3544888015376066,0.4172017117535029
2019-05-20 00:00:00,jir011,2019,5,20,0.3539295554317508,0.422100556528077
2019-05-20 00:00:00,jir011,2019,5,20,0.3496527372034114,0.4351190298083716
2019-05-20 00:00:00,jir011,2019,5,20,0.3566088216914224,0.4262868017300492
2019-05-20 00:00:00,jir011,2019,5,20,0.3147527934224232,0.4023003285603425
2019-05-20 00:00:00,jir011,2019,5,20,0.3031426772015693,0.3849901695174413
2019-05-21 00:00:00,jir011,2019,5,21,0.3437455300769064,0.3852425104286144
2019-05-21 00:00:00,jir011,2019,5,21,0.3489826141661001,0.3636424012230506
2019-05-21 00:00:00,jir011,2019,5,21,0.3491558190870057,0.4214964316173811
2019-05-21 00:00:00,jir011,2019,5,21,0.3434534775750453,0.4249921187552694
2019-05-21 00:00:00,jir011,2019,5,21,0.3484978320923134,0.4306353005268686
2019-05-21 00:00:00,jir011,2019,5,21,0.3475975611867223,0.4368888260383523
2019-05-21 00:00:00,jir011,2019,5,21,0.3594785092160596,0.4319511551227868
2019-05-21 00:00:00,jir011,2019,5,21,0.3549995772196435,0.4348825417690862
2019-05-21 00:00:00,jir011,2019,5,21,0.3601447731675887,0.4247871153992526
2019-05-21 00:00:00,jir011,2019,5,21,0.3210635162545799,0.4061300255581759
2019-05-21 00:00:00,jir011,2019,5,21,0.31611686485754,0.3935373252858456
2019-05-22 00:00:00,jir011,2019,5,22,0.3404742376041145,0.3822466006567514
2019-05-22 00:00:00,jir011,2019,5,22,0.348530273708412,0.3666443825873439
2019-05-22 00:00:00,jir011,2019,5,22,0.3462686495448365,0.4205970366370571
2019-05-22 00:00:00,jir011,2019,5,22,0.3434263274560485,0.4271702690475619
2019-05-22 00:00:00,jir011,2019,5,22,0.3455876148978329,0.4302813083006316
2019-05-22 00:00:00,jir011,2019,5,22,0.3459061863482373,0.4373165971417198
2019-05-22 00:00:00,jir011,2019,5,22,0.3547321845670095,0.4346450566691707
2019-05-22 00:00:00,jir011,2019,5,22,0.3541182941929113,0.4328207479116343
2019-05-22 00:00:00,jir011,2019,5,22,0.3582162530554042,0.4228006988775125
2019-05-22 00:00:00,jir011,2019,5,22,0.3188265838002853,0.4057909890465929
2019-05-22 00:00:00,jir011,2019,5,22,0.3171118532991572,0.3939953044239679
2019-05-23 00:00:00,jir011,2019,5,23,0.3448483515033576,0.3665874895467982
2019-05-23 00:00:00,jir011,2019,5,23,0.3452008281538973,0.3562577156961288
2019-05-23 00:00:00,jir011,2019,5,23,0.3481470599906621,0.4022975455053957
2019-05-23 00:00:00,jir011,2019,5,23,0.3465208671510277,0.416121536229288
2019-05-23 00:00:00,jir011,2019,5,23,0.3461082380501427,0.4295437352550897
2019-05-23 00:00:00,jir011,2019,5,23,0.3436164956533997,0.4314161921302064
2019-05-23 00:00:00,jir011,2019,5,23,0.3527252270358061,0.4344426777795733
2019-05-23 00:00:00,jir011,2019,5,23,0.3562635282443731,0.4321446109369998
2019-05-23 00:00:00,jir011,2019,5,23,0.3609204323840626,0.4244441394263701
2019-05-23 00:00:00,jir011,2019,5,23,0.3173292668753175,0.4056205024786929
2019-05-23 00:00:00,jir011,2019,5,23,0.3125314202280078,0.392013785536571
2019-05-24 00:00:00,jir011,2019,5,24,0.3482208280319057,0.3833686668007615
